Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
Mohamed A.I.; Saari M.M.; Ozaki R.; Kadowaki K.,"Mohamed, A.I. (53984855400); Saari, M.M. (57220107330); Ozaki, R. (7005460759); Kadowaki, K. (56022523200)",53984855400; 57220107330; 7005460759; 56022523200,Influence Of mechanical pressure on space charge penetration behavior in low-density polyethylene (LDPE) sheet,2017,Proceedings of the International Symposium on Electrical Insulating Materials,1,,,184,187,3,9,10.23919/iseim.2017.8088718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041796114&doi=10.23919%2fiseim.2017.8088718&partnerID=40&md5=f5d79af35b372f204d664c6d9cd81ca7,Conference paper,Final,,Scopus,2-s2.0-85041796114
Saari M.M.; Sakai K.; Kiwa T.; Sasayama T.; Yoshida T.; Tsukada K.,"Saari, M.M. (57220107330); Sakai, K. (55453019800); Kiwa, T. (6603908017); Sasayama, T. (36603405100); Yoshida, T. (55628540672); Tsukada, K. (7201442097)",57220107330; 55453019800; 6603908017; 36603405100; 55628540672; 7201442097,Characterization of the magnetic moment distribution in low-concentration solutions of iron oxide nanoparticles by a high- T c superconducting quantum interference device magnetometer,2015,Journal of Applied Physics,117,17,17B321,,,,29,10.1063/1.4919043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928797635&doi=10.1063%2f1.4919043&partnerID=40&md5=1be53d057f1738de343280f5b4b20a79,Article,Final,,Scopus,2-s2.0-84928797635
Sakai K.; Saari M.M.; Kiwa T.; Tsukamoto A.; Adachi S.; Tanabe K.; Kandori A.; Tsukada K.,"Sakai, K. (55453019800); Saari, M.M. (57220107330); Kiwa, T. (6603908017); Tsukamoto, A. (7005825806); Adachi, S. (55532929400); Tanabe, K. (7401523414); Kandori, A. (7004669162); Tsukada, K. (7201442097)",55453019800; 57220107330; 6603908017; 7005825806; 55532929400; 7401523414; 7004669162; 7201442097,Development of a compact DC magnetometer using HTS-SQUID and a rotating sample,2012,Superconductor Science and Technology,25,4,45005,,,,17,10.1088/0953-2048/25/4/045005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858680134&doi=10.1088%2f0953-2048%2f25%2f4%2f045005&partnerID=40&md5=cd9db8a2e71d117fd10b0ef3fbca77d0,Article,Final,,Scopus,2-s2.0-84858680134
Kiwa T.; Miyazaki S.; Saari M.M.; Sakai K.; Tsukamoto A.; Adachi S.; Hato T.; Tanabe K.; Tsukada K.,"Kiwa, Toshihiko (6603908017); Miyazaki, Shinogo (59883754000); Saari, Mohd M. (57220107330); Sakai, Kenji (55453019800); Tsukamoto, Akira (7005825806); Adachi, Seiji (55532929400); Hato, Tsunehiro (56894709600); Tanabe, Keiichi (7401523414); Tsukada, Keiji (7201442097)",6603908017; 59883754000; 57220107330; 55453019800; 7005825806; 55532929400; 56894709600; 7401523414; 7201442097,Visualization of ion transportation in an electrolyte using an HTS-SQUID gradiometer,2014,Physica C: Superconductivity and its Applications,504,,,84,87,3,3,10.1016/j.physc.2014.04.024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905240156&doi=10.1016%2fj.physc.2014.04.024&partnerID=40&md5=96d58fea9aef85c0d7900ba677a2086f,Article,Final,,Scopus,2-s2.0-84905240156
Tsukada K.; Morita K.; Matsunaga Y.; Saari M.M.; Sakai K.; Kiwa T.,"Tsukada, Keiji (7201442097); Morita, Koji (56461975500); Matsunaga, Yasuaki (57189358092); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017)",7201442097; 56461975500; 57189358092; 57220107330; 55453019800; 6603908017,Hybrid Type HTS-SQUID Magnetometer with Vibrating and Rotating Sample,2016,IEEE Transactions on Applied Superconductivity,26,3,7412723,,,,13,10.1109/TASC.2016.2531632,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969802524&doi=10.1109%2fTASC.2016.2531632&partnerID=40&md5=8a60bc2dcb4c09c607ae864ea787a591,Article,Final,,Scopus,2-s2.0-84969802524
Saari M.M.; Sakai K.; Kiwa T.; Tsukamoto A.; Adachi S.; Tanabe K.; Kandori A.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukamoto, Akira (7005825806); Adachi, Seiji (55532929400); Tanabe, Keiichi (7401523414); Kandori, Akihiko (7004669162); Tsukada, Keiji (7201442097)",57220107330; 55453019800; 6603908017; 7005825806; 55532929400; 7401523414; 7004669162; 7201442097,Development of a compact moving-sample magnetometer using high-Tc superconducting quantum interference device,2012,Japanese Journal of Applied Physics,51,4 PART 1,46601,,,,19,10.1143/JJAP.51.046601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860459646&doi=10.1143%2fJJAP.51.046601&partnerID=40&md5=07665e47e29a62ce95b05370363e4b71,Article,Final,,Scopus,2-s2.0-84860459646
Kiwa T.; Fukudome Y.; Miyazaki S.; Saari M.M.; Sakai K.; Tsukamoto A.; Adachi S.; Tanabe K.; Kandori A.; Tsukada K.,"Kiwa, Toshihiko (6603908017); Fukudome, Yohei (57214389774); Miyazaki, Shingo (55566509100); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Tsukamoto, Akira (7005825806); Adachi, Seiji (55532929400); Tanabe, Keiichi (7401523414); Kandori, Akihiko (7004669162); Tsukada, Keiji (7201442097)",6603908017; 57214389774; 55566509100; 57220107330; 55453019800; 7005825806; 55532929400; 7401523414; 7004669162; 7201442097,Magnetic detection of currents in an electrolytic cell using high-T C SQUID,2013,IEEE Transactions on Applied Superconductivity,23,3,6359780,,,,5,10.1109/TASC.2012.2228736,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872723475&doi=10.1109%2fTASC.2012.2228736&partnerID=40&md5=14d09c620f6403382a4ae3d65d98fe31,Article,Final,,Scopus,2-s2.0-84872723475
Takagi R.; Saari M.M.; Sakai K.; Kiwa T.; Tsukada K.,"Takagi, Ryuki (55876469800); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55876469800; 57220107330; 55453019800; 6603908017; 7201442097,Compact AC/DC susceptometer using a high-temperature superconductor superconducting quantum interference device,2014,IEEJ Transactions on Fundamentals and Materials,134,6,,369,374,5,0,10.1541/ieejfms.134.369,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901792824&doi=10.1541%2fieejfms.134.369&partnerID=40&md5=67b2211d6f87bcee89921c990abef3f3,Article,Final,,Scopus,2-s2.0-84901792824
Kiwa T.; Fukudome Y.; Miyazaki S.; Saari M.M.; Sakai K.; Tsukada K.,"Kiwa, Toshihiko (6603908017); Fukudome, Yohei (57214389774); Miyazaki, Shingo (55566509100); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Tsukada, Keiji (7201442097)",6603908017; 57214389774; 55566509100; 57220107330; 55453019800; 7201442097,Magnetic evaluation of a solar panel using HTS-SQUID,2013,Physica C: Superconductivity and its Applications,494,,,195,198,3,2,10.1016/j.physc.2013.04.080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884819052&doi=10.1016%2fj.physc.2013.04.080&partnerID=40&md5=954340e8375afe5e98595bb43a213298,Article,Final,,Scopus,2-s2.0-84884819052
Hamasaki D.; Okamoto N.; Saari M.M.; Sakai K.; Kiwa T.; Tsukada K.,"Hamasaki, Daichi (55877080100); Okamoto, Naohiro (57197493060); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55877080100; 57197493060; 57220107330; 55453019800; 6603908017; 7201442097,Improvement of sensitivity for a compact magnetometer using HTS-SQUID with rotating sample,2014,IEEJ Transactions on Fundamentals and Materials,134,5,,347,351,4,0,10.1541/ieejfms.134.347,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899864898&doi=10.1541%2fieejfms.134.347&partnerID=40&md5=83a0db5f21ed10835649e0028c8261e0,Article,Final,,Scopus,2-s2.0-84899864898
Hamasaki D.; Okamoto N.; Saari M.M.; Sakai K.; Kiwa T.; Tsukada K.,"Hamasaki, Daichi (55877080100); Okamoto, Naohiro (57197493060); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55877080100; 57197493060; 57220107330; 55453019800; 6603908017; 7201442097,Improvement of sensitivity for a compact magnetometer using HTS-SQUID with rotating sample,2013,"2013 IEEE 14th InternationalSuperconductive Electronics Conference, ISEC 2013",,,6604306,,,,0,10.1109/ISEC.2013.6604306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885233915&doi=10.1109%2fISEC.2013.6604306&partnerID=40&md5=3b25c808ef226a90011c3ac2def40829,Conference paper,Final,,Scopus,2-s2.0-84885233915
Takagi R.; Saari M.M.; Sakai K.; Kiwa T.; Tsukada K.,"Takagi, Ryuki (55876469800); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55876469800; 57220107330; 55453019800; 6603908017; 7201442097,Compact AC/DC Susceptometer Using a High-Temperature Superconducting Quantum Interference Device,2016,Electronics and Communications in Japan,99,3,,369,374,5,0,10.1002/ecj.11779,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958684507&doi=10.1002%2fecj.11779&partnerID=40&md5=eb263b8d5e9d6e12102b45e69d4a0855,Article,Final,,Scopus,2-s2.0-84958684507
Sakai K.; Okamoto N.; Watanabe Y.; Saari M.M.; Kiwa T.; Tsukada K.,"Sakai, Kenji (55453019800); Okamoto, Naohiro (57197493060); Watanabe, Yuuta (57702357200); Saari, Mohd Mawardi (57220107330); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55453019800; 57197493060; 57702357200; 57220107330; 6603908017; 7201442097,Moisture content evaluation using improved high-tc squid-based rotating-sample magnetometer,2015,IEEE Transactions on Applied Superconductivity,25,3,69268341,,,,2,10.1109/TASC.2014.2363353,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919898136&doi=10.1109%2fTASC.2014.2363353&partnerID=40&md5=2aa38c67dde9aa518177d3ae21fc9ea2,Article,Final,,Scopus,2-s2.0-84919898136
Tsukada K.; Kusaka T.; Saari M.M.; Takagi R.; Sakai K.; Kiwa T.; Bito Y.,"Tsukada, K. (7201442097); Kusaka, T. (57212014621); Saari, M.M. (57220107330); Takagi, R. (55876469800); Sakai, K. (55453019800); Kiwa, T. (6603908017); Bito, Y. (7004601583)",7201442097; 57212014621; 57220107330; 55876469800; 55453019800; 6603908017; 7004601583,Magnetic susceptibility and magnetic resonance measurements of the moisture content and hydration condition of a magnetic mixture material,2014,Journal of Applied Physics,115,17,1.70E+302,,,,5,10.1063/1.4852075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893132110&doi=10.1063%2f1.4852075&partnerID=40&md5=eb5976c162dbc07097fa539301565dfc,Article,Final,,Scopus,2-s2.0-84893132110
Saari M.M.; Ishihara Y.; Tsukamoto Y.; Kusaka T.; Morita K.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Ishihara, Yuichi (23024826700); Tsukamoto, Yuya (56202582200); Kusaka, Toki (57212014621); Morita, Koji (56461975500); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 23024826700; 56202582200; 57212014621; 56461975500; 55453019800; 6603908017; 7201442097,Optimization of an AC/DC High- Tc SQUID magnetometer detection unit for evaluation of magnetic nanoparticles in solution,2015,IEEE Transactions on Applied Superconductivity,25,3,6928410,,,,18,10.1109/TASC.2014.2363633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919934537&doi=10.1109%2fTASC.2014.2363633&partnerID=40&md5=95967259c729ef6ae8a69109e22fbba8,Article,Final,,Scopus,2-s2.0-84919934537
Sasayama T.; Yoshida T.; Saari M.M.; Enpuku K.,"Sasayama, T. (36603405100); Yoshida, T. (55628540672); Saari, M.M. (57220107330); Enpuku, K. (7006022081)",36603405100; 55628540672; 57220107330; 7006022081,Comparison of volume distribution of magnetic nanoparticles obtained from M-H curve with a mixture of log-normal distributions,2015,Journal of Applied Physics,117,17,17D155,,,,22,10.1063/1.4919268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928920068&doi=10.1063%2f1.4919268&partnerID=40&md5=4a34b04a08aa48f8f82dce578126fc5e,Article,Final,,Scopus,2-s2.0-84928920068
Saari M.M.; Suhaimi N.S.; Razali S.; Che Lah N.A.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Suhaimi, Nazatul Sharreena (57211346068); Razali, Saifudin (36810405400); Che Lah, Nurul Akmal (37055955600); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 57211346068; 36810405400; 37055955600; 55453019800; 6603908017; 7201442097,Development of a resonant excitation coil of AC magnetometer for evaluation of magnetic fluid,2018,"Journal of Telecommunication, Electronic and Computer Engineering",10,1-Feb,,127,130,3,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045130137&partnerID=40&md5=4a8df385e3892564ad468629a4e69519,Article,Final,,Scopus,2-s2.0-85045130137
Takagi R.; Saari M.M.; Sakai K.; Kiwa T.; Tsukada K.,"Takagi, Ryuki (55876469800); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55876469800; 57220107330; 55453019800; 6603908017; 7201442097,Development of a compact magnetometer with an AC/DC magnetic field using HTS-SQUID,2013,"2013 IEEE 14th InternationalSuperconductive Electronics Conference, ISEC 2013",,,6604309,,,,0,10.1109/ISEC.2013.6604309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885222825&doi=10.1109%2fISEC.2013.6604309&partnerID=40&md5=5f54a255226cbc16dd779a4973a3cac2,Conference paper,Final,,Scopus,2-s2.0-84885222825
Hamasaki D.; Okamoto N.; Saari M.M.; Sakai K.; Kiwa T.; Tsukada K.,"Hamasaki, Daichi (55877080100); Okamoto, Naohiro (57197493060); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",55877080100; 57197493060; 57220107330; 55453019800; 6603908017; 7201442097,Improvement of sensitivity of a compact magnetometer by using HTS-SQUID with rotating sample,2016,Electrical Engineering in Japan (English translation of Denki Gakkai Ronbunshi),194,2,,9,14,5,0,10.1002/eej.22732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944930954&doi=10.1002%2feej.22732&partnerID=40&md5=9d1ec8c8685e2a40066404a0ba48152b,Article,Final,,Scopus,2-s2.0-84944930954
Kiwa T.; Morita K.; Matsunaga Y.; Saari M.M.; Sakai K.; Tsukada K.,"Kiwa, Toshihiko (6603908017); Morita, Koji (56461975500); Matsunaga, Yasuaki (57189358092); Saari, Mohd Mawardi (57220107330); Sakai, Kenji (55453019800); Tsukada, Keiji (7201442097)",6603908017; 56461975500; 57189358092; 57220107330; 55453019800; 7201442097,High-Resolution Laser-Assisted Magnetic Nanoparticle Imaging Using a High-TC SQUID Magnetometer,2017,IEEE Transactions on Applied Superconductivity,27,4,7828087,,,,4,10.1109/TASC.2017.2656118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014893526&doi=10.1109%2fTASC.2017.2656118&partnerID=40&md5=786d02d62331fcae614446c58663817b,Article,Final,,Scopus,2-s2.0-85014893526
Saari M.M.; Takagi R.; Kusaka T.; Ishihara Y.; Tsukamoto Y.; Sakai K.; Kiwa T.; Tsukada K.,"Saari, Mohd Mawardi (57220107330); Takagi, Ryuki (55876469800); Kusaka, Toki (57212014621); Ishihara, Yuichi (23024826700); Tsukamoto, Yuya (56202582200); Sakai, Kenji (55453019800); Kiwa, Toshihiko (6603908017); Tsukada, Keiji (7201442097)",57220107330; 55876469800; 57212014621; 23024826700; 56202582200; 55453019800; 6603908017; 7201442097,Development of integrated AC-DC magnetometer using high-Tc SQUID for magnetic properties evaluation of magnetic nanoparticles in solution,2014,Journal of Physics: Conference Series,507,PART 4,42035,,,,4,10.1088/1742-6596/507/4/042035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902262104&doi=10.1088%2f1742-6596%2f507%2f4%2f042035&partnerID=40&md5=5297593ac00aa089e0c8a995a29fed1a,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-84902262104
Suhaimi N.S.; Saari M.M.; Mohamed A.I.; Lah N.A.C.; Samykano M.,"Suhaimi, Nazatul Sharreena (57211346068); Saari, Mohd Mawardi (57220107330); Mohamed, Amir Izzani (53984855400); Lah, Nurul Akmal Che (37055955600); Samykano, Mahendran (57192878324)",57211346068; 57220107330; 53984855400; 37055955600; 57192878324,Development of a compact and sensitive AC magnetometer for evaluation of magnetic nanoparticles solution,2017,"2017 IEEE 8th Control and System Graduate Research Colloquium, ICSGRC 2017 - Proceedings",,,8070599,221,224,3,5,10.1109/ICSGRC.2017.8070599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039958644&doi=10.1109%2fICSGRC.2017.8070599&partnerID=40&md5=e0552435f6608686d368136be5fd0c34,Conference paper,Final,,Scopus,2-s2.0-85039958644
Lah N.A.C.; Samykano M.; Johan M.R.; Othman N.S.; Saari M.M.; Fen L.B.; Khalil N.Z.,"Lah, Nurul Akmal Che (37055955600); Samykano, Mahendran (57192878324); Johan, Mohd Rafie (8727448400); Othman, Nuurul Syahierah (57158970900); Saari, Mohd Mawardi (57220107330); Fen, Leo Bey (37019847700); Khalil, Nur Zalikha (56927879300)",37055955600; 57192878324; 8727448400; 57158970900; 57220107330; 37019847700; 56927879300,Plasmonic behaviour of phenylenediamine functionalised silver nanoparticles,2017,Materials Research Express,4,9,95018,,,,9,10.1088/2053-1591/aa8a84,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030693204&doi=10.1088%2f2053-1591%2faa8a84&partnerID=40&md5=c91d86d90e938f5ff3d8a51868f30271,Article,Final,,Scopus,2-s2.0-85030693204
